machine_speed_rpm,temperature_c,humidity_percent,vibration_level,energy_usage_kwh,production_count,defect_count,hours_since_last_maintenance,maintenance_required,alert_triggered,defective_product
1605.7122226218917,67.11803921507875,61.01384601612543,0.3832220448732065,92.56513741472989,186,4,193,0,0,0
1534.3618289568462,82.38270174862947,40.856375217868575,0.5216775563762629,152.17561711468747,113,5,87,1,0,1
1323.6959844637265,81.90045677073726,49.86781691271786,0.3902697472367156,136.56459380369245,121,8,61,0,0,1
1532.4083969394794,71.87218649245236,41.370963717100665,0.4411133173261304,141.81723341207396,197,5,18,1,0,1
1461.4917719583684,76.97901766718705,35.35313451998773,0.41627375689503,110.74120975949484,155,2,80,0,0,0
1432.3077999694042,77.4701509314137,55.182307875669466,0.4392124739324182,117.00118561841781,135,3,106,0,0,0
1561.1676288840868,76.30336882911953,32.17328139291615,0.44608772968510213,91.33696370950577,102,7,54,0,0,1
1603.0999522495952,72.2484742307729,59.945809365048,0.4451731205074923,109.50675185866393,141,3,155,0,0,0
1593.1280119116198,71.64188316030975,42.70347181044467,0.5833333911780307,129.87309695286302,148,8,111,1,0,1
1416.078247677736,74.87222964504278,30.005387720179414,0.389513720693748,145.92126123562792,60,1,122,0,0,0
1469.0787624148786,80.86364509629682,50.44516556948919,0.5220541427013867,97.85686366395097,80,5,177,0,0,0
1533.1263431403563,77.71800077297216,31.874076341104125,0.6217959152305559,112.68988126029468,149,3,64,0,0,0
1597.554512712236,73.14692833956947,41.04678231283598,0.44868036354866037,116.97401559534956,136,5,123,0,0,0
1452.082576215471,78.85849355324173,58.27905949822865,0.4282081109252398,92.0842159561503,196,5,2,0,0,0
1481.4341023336183,60.75728689684962,32.50758486487464,0.47694753748197494,131.826984835168,189,2,179,0,0,0
1389.366502599397,80.74382850186052,63.5735396942401,0.617972520836071,105.52019336514782,64,7,137,0,0,1
1380.3793375919329,66.3014311061095,30.152796906343326,0.5194107630953357,116.09219297645951,150,2,20,0,0,0
1581.2525822394198,73.18779529298433,39.87295476807609,0.4468785705392401,110.96101256176244,78,4,36,0,0,0
1635.6240028570824,69.40165052686928,59.63616224608286,0.548387665118804,104.21322988560651,163,5,14,0,0,0
1492.7989878419667,68.52659262139547,42.65080598917227,0.38977078501635765,119.85910029038891,156,4,86,0,0,0
1600.3532897892023,80.8041339368926,34.075695522640544,0.5681359510442948,115.68780842863956,157,4,119,0,0,0
1536.1636025047635,72.66149399344054,44.40935675201712,0.5408607307701767,112.56284235442669,179,5,136,0,0,0
1435.4880245394875,76.73251940865357,40.81573145538102,0.4692191528861116,105.43076756639314,133,4,43,0,0,0
1536.1395605508415,74.76539710560408,63.708476086422195,0.4161414201552769,126.39049341565911,64,4,38,0,0,0
1653.803656646597,77.3852041361156,42.53391670340572,0.4113319077716543,153.0723453698457,181,5,132,0,0,0
1496.4173960890048,75.38410945530127,61.55729887104029,0.553481733634591,122.79774465678254,99,7,24,0,0,1
1656.4643655814007,68.58503887905715,65.6748857924294,0.6228980502489062,139.9223642982226,72,6,55,0,1,1
1238.0254895910257,79.9813340972357,47.35269678306118,0.43626922529712053,92.19556149693075,108,6,120,0,0,1
1582.1902504375223,72.53121708419344,66.39772575417568,0.5458386703551484,123.1552287858754,139,8,89,1,0,1
1508.704706823817,67.21709050670124,45.092722158527714,0.2912972981397931,98.05263362057866,164,5,63,1,0,1
1470.0992649534132,72.85942419517043,68.56313665960433,0.44153822693428,90.46150144936198,124,2,199,0,0,0
1509.1760776535502,82.50379895317155,33.57158098102292,0.4968941067129098,105.21257185081927,172,4,179,0,1,0
1301.2431085399107,79.25110871056746,57.48077066012971,0.40903165830181665,143.83798668827146,185,6,88,1,0,1
1478.0328112162488,73.2567393279607,49.75256161827715,0.40634936252104037,139.00031657339292,188,3,111,0,0,0
1535.7112571511746,73.25371147840785,45.505952218225886,0.4332220443531114,124.860094441088,67,3,75,0,0,0
1647.7894044741515,73.39182474391309,55.30847514994404,0.5292192728326374,89.34598880220139,99,5,136,0,0,0
1448.1729781726353,85.3837399178042,58.15428366537325,0.4812670981593625,116.07438697224126,191,5,137,0,1,0
1419.1506397106812,76.90967726115777,30.17453078601236,0.2761768766675028,126.03400017803472,167,6,9,0,0,1
1449.8242956415463,77.15020823595535,36.67812354988795,0.28792998473649334,123.51072459157196,186,2,61,1,0,1
1591.5402117702074,80.15141727015921,58.52184202537275,0.43931348221428246,83.12412833038508,188,6,89,0,0,1
1532.8751109659684,76.19394579513256,56.655416543128254,0.5457686586053552,102.19364303960256,157,4,59,0,0,0
1447.023979623296,73.70478927089648,68.6419002051471,0.22524951572747653,118.71844471702566,116,3,146,0,0,0
1551.3267433113356,74.0182507545751,60.44151161003132,0.45002698238483696,130.7258181903438,127,4,106,0,0,0
1509.7077549348041,74.64199370292968,68.03090830925352,0.4473752143482579,76.07744357800107,124,2,37,0,0,0
1596.864499053289,74.81388881745079,58.10162006139228,0.6388337778208448,116.75752049040283,88,6,133,0,0,1
1429.7946906122647,78.6381477181849,41.92208834557773,0.46149781882871366,122.86097539757904,74,8,142,0,0,1
1467.2337853402232,75.2597294290365,34.21459689003426,0.5382988984740928,136.99223977032426,70,5,46,1,1,1
1460.7891846867842,78.66320038607789,61.272954533797424,0.5141257140087463,133.85715168474874,187,6,172,0,0,1
1353.648505186788,74.59641709945708,55.76596885903663,0.2869433520192799,131.65142637617612,64,5,132,0,0,0
1529.6120277064576,75.39317595158045,31.92744049573185,0.5768207216631738,104.00118986596132,97,5,77,0,0,0
1526.105527217989,65.00899657733946,44.40201863603913,0.5215396505456288,81.83995725753385,135,6,52,0,0,1
1500.5113456642462,79.5816383735124,68.27199261937145,0.550826863967459,112.13894485877198,198,4,193,0,1,0
1476.5412866624854,76.73244237948997,50.01604582840805,0.8926237706436326,140.0326365041712,165,4,61,1,0,1
1358.4629257949587,79.99005054929826,47.309165440788185,0.29158870605014114,147.86909055048864,99,5,22,1,0,1
1457.9354677234642,60.518723109031555,48.307984206371756,0.6724696649761108,134.21098204595572,190,5,43,0,0,0
1465.728548347323,85.44187352390364,38.35530896020655,0.47125524805996444,128.58681645603468,118,4,51,0,0,0
1419.772273077838,74.30205185922414,44.74828683459181,0.5287328904403009,127.5927929677193,53,4,45,0,1,0
1483.871428833399,80.54091408368758,44.792530239487064,0.49544877546987576,108.87762506478438,127,7,146,0,1,1
1540.4050856814538,69.80047036437234,32.09420080749889,0.45757636666019563,117.3987941289276,58,5,83,0,0,0
1688.618590121053,78.06386952531285,60.70270514071673,0.4430167071761241,153.3813905165266,170,4,46,1,1,1
1517.457781283184,69.73292218413172,46.66017727615516,0.5329508735573009,101.14883988416247,164,3,90,0,0,0
1525.7550390722765,71.88115519652098,62.887195472656934,0.3482826303328321,152.29557581419704,150,9,51,0,0,1
1492.5554084233834,84.57015676933393,64.01392004479581,0.5750579167521765,113.55943691015884,198,6,23,0,0,1
1308.1228784700959,74.04658799618326,38.47976218794632,0.4583805595114746,146.50864218190156,195,6,144,0,0,1
1497.3486124550784,76.08716436589862,56.29413928680514,0.38699306609596423,91.86369981004924,146,4,88,0,0,0
1506.0230209941026,79.35033865344377,48.89127216651927,0.4549987142004186,131.718084023293,130,7,173,0,0,1
1746.3242112485286,77.47840943986303,65.20626951685941,0.6257149216862573,105.26459728104756,92,6,63,0,0,1
1480.7639035218876,75.75209452571788,38.62962716705816,0.4464664912983777,91.69465616151625,144,6,118,0,0,1
1530.1547342333613,76.82480501233113,57.11252801240177,0.535845361820962,124.37068084821891,55,2,155,0,0,0
1496.5288230294757,87.01707792619138,54.310084890108904,0.4269043724284527,140.18943577191936,116,6,177,0,0,1
1383.1321962380468,74.71190601483207,41.81205910287331,0.575792184992362,103.10117122813007,189,4,63,0,0,0
1614.282281451502,76.00549523357483,35.46403614604691,0.5685507738790204,90.01968079083198,149,7,155,1,0,1
1575.1933032686775,80.25327198003806,56.065590419091066,0.6848608833296411,118.1631047133009,61,8,85,0,0,1
1579.1031947043048,80.52762966478991,59.54389832529323,0.48244360545007847,118.25129342445638,115,6,55,0,0,1
1409.061254520526,80.9351515278019,42.625093750534,0.5668654804757907,130.96639255108997,51,3,58,0,0,0
1640.27943109361,78.19365111014592,55.79330416089255,0.5098067539538944,138.99189142728977,192,4,132,0,0,0
1359.814893720772,69.28497543634758,45.80523630446013,0.6295871781863014,118.81169637455012,130,5,181,0,0,0
1558.685709380027,83.16715766150548,58.52827533130471,0.42811676123912695,157.11006629588525,184,3,171,0,0,0
1719.0455625809977,69.26827303490656,37.96861099576213,0.5745005312877282,124.48469489070584,191,5,169,0,0,0
1400.9463674869312,76.51317732619516,65.60860010544698,0.48053027038833185,113.07146987986201,119,8,199,0,0,1
1443.3702270397227,71.22862074990321,41.49638385862319,0.4935811822891502,87.76865281794343,164,8,124,0,0,1
1509.965136508764,74.67930826703504,44.711439510246116,0.5091752484448373,114.74680959367664,137,5,184,0,0,0
1449.6524345883802,76.6438120515174,32.32367808321399,0.5252240396426677,113.27226109177728,55,5,46,0,0,0
1344.9336568933868,76.60678607725137,34.460488492851056,0.4883770956878042,139.2060959256294,76,8,120,0,0,1
1506.8562974806027,77.10960377117642,50.634476108493125,0.5214713183170526,129.2496724813371,131,5,152,0,0,0
1393.7696286273895,83.06855634529323,40.70370706911886,0.6578118057562184,96.41261756734765,137,4,101,0,0,0
1547.359243063518,77.2676715075699,63.41920902968778,0.5985449685615218,123.44508772822076,169,3,43,0,0,0
1408.0575765766198,73.77921682354676,30.587735546198154,0.5869154592496897,133.43062343458107,73,7,14,0,0,1
1654.9934405017539,79.82043584144179,45.16376194687744,0.4544460473976129,150.56062718775667,151,4,104,1,0,1
1421.6746707663763,80.9473524446232,43.49382187076371,0.41107591717716757,137.7500793482812,83,4,50,1,0,1
1467.7938483794323,68.86196092431504,30.77310523670404,0.5955300558237753,135.21693308622955,96,5,52,0,0,0
1581.351721736967,77.98700034924929,34.97473596002041,0.5876046792529794,121.20171989230327,73,3,33,0,0,0
1376.9135683566044,78.5058637115545,46.54570699674541,0.6472670675750982,127.76624010846899,114,5,123,0,0,0
1522.745993460413,73.51218248320004,49.71458337789787,0.43960193740307707,144.99009801412316,67,4,76,0,0,0
1630.714275428243,81.8785340665581,46.17158989019477,0.4770451344639653,93.344452050407,93,6,135,0,0,1
1339.2516765438772,74.24972206483737,51.23750713648376,0.3360515837474566,113.01121345566088,125,5,122,0,0,0
1518.4633858532304,75.6278822673577,53.80526699622726,0.4607528893939127,104.54862502487518,106,5,69,0,0,0
1525.9882794248424,74.13464087858065,30.396952845113425,0.5996570510579448,127.58306237452248,156,2,20,0,0,0
1578.182287177731,75.07789523790734,48.56380637814016,0.4533504620771802,144.60444351301575,173,5,107,0,0,0
1376.3049289121918,69.518624565524,68.53996963550352,0.5640479795200823,108.06051426557852,188,3,107,0,0,0
1367.9543386915723,67.79974558702853,50.76129120518195,0.48094968940021887,72.19391265061124,165,3,134,0,0,0
1552.1941565616899,82.97252531612486,57.10169069835813,0.532405702822156,111.7555850995106,142,5,89,0,0,0
1529.6984673233187,70.76519325840836,42.474554316675324,0.3852308610184333,138.26947464034814,91,4,78,0,0,0
1525.0492850345877,70.04303825271846,60.959655126110505,0.5085209449633901,130.7525980589976,77,3,183,0,0,0
1534.6448209496975,64.23304943198143,60.9168592750446,0.20088640290992765,128.56372495621153,172,4,176,0,0,0
1431.997527842151,71.8051912615525,50.85184190616556,0.4813103841838015,114.40013396251041,73,2,41,0,0,0
1523.2253697161004,68.3845510329625,69.04055293116855,0.33695267562848596,94.41938527560427,185,6,150,0,0,1
1529.3072473298682,83.21007580068185,35.02200859050613,0.6205994516546816,130.30588643248936,155,7,51,0,0,1
1428.5648581973633,80.04908544671318,30.677906595583238,0.5777407352764511,103.3143637993075,167,3,101,0,0,0
1686.5774511144757,71.55924827411138,60.80632847028384,0.5466670981966081,163.68193466760914,102,5,104,0,0,0
1547.3832920911786,86.26217902672154,62.2862214945953,0.652100622715938,131.41014416709032,181,4,78,0,0,0
1380.8696502797352,79.90882743495797,34.80828916482305,0.40510834791751626,108.38703394892099,149,6,111,0,0,1
1565.655360863383,73.37584308245688,40.623313318344245,0.6747363197915558,107.77229505222743,54,6,180,0,0,1
1402.5318329772679,62.50297142563213,30.702094534665157,0.5932191564260385,118.14111586772823,98,2,103,0,0,0
1578.7084603742453,86.45471286295371,41.732344431222586,0.4763444712781054,115.209961559565,147,2,15,0,0,0
1615.8595579007404,68.05213766618202,60.92567495674686,0.6135620147182944,142.3366755105991,79,5,95,1,0,1
1417.931768164829,66.77300626521554,50.71842110850316,0.3893706487588366,123.72832339488093,121,2,36,0,0,0
1596.3376129244323,80.1128521600482,43.92382372673153,0.41754858384723265,105.36736522182943,152,7,145,0,0,1
1541.2780926936498,87.19876203169636,44.86957179625321,0.43914102767602997,157.80881370311565,112,4,147,0,0,0
1582.206015999449,81.9213640925526,30.054145028618727,0.4471022291935985,120.98616663040445,75,5,45,0,1,0
1689.6792982653947,77.8195456002618,41.992021102609435,0.3943442357239747,135.37679351937794,86,7,1,0,0,1
1475.461188399713,77.97377170832642,55.858349665517224,0.6223083067095325,107.83546985110482,56,5,118,0,0,0
1424.626383564251,79.26707779390154,68.96777775265429,0.4741145599630168,127.26231255489047,176,7,86,0,0,1
1411.0485570374476,78.79464294893383,63.88243307935598,0.5352504968356879,126.2221998228639,141,1,93,0,0,0
1418.418971503456,76.40595711984687,30.943798585821163,0.44296486335863194,82.20701415807694,152,3,190,0,0,0
1492.2898290585895,75.52100551975938,65.94242418699358,0.3179396699451483,160.30550220921282,102,4,2,1,0,1
1534.1151974816644,74.6870343605024,61.32793653194504,0.5270057358391422,145.81288921845095,181,9,173,0,0,1
1527.669079933002,71.23017705566662,61.215044942839214,0.3087745024580223,112.05609367708024,157,4,110,0,0,0
1582.7183249036025,73.59662461566613,48.31983036014286,0.49313659539145316,97.95460519088289,161,5,176,1,0,1
1501.3001891877907,66.53521592902307,45.92021171818011,0.363168496116719,126.95123227607104,56,6,0,1,0,1
1645.3534077157317,74.50830186602624,42.11662915332771,0.6987275999230809,121.73395398828794,116,6,104,0,0,1
1473.5343166762043,70.05704446424541,32.62779435817463,0.5911362722174722,127.11337897126458,157,3,21,0,0,0
1772.016916658962,69.48205341392115,39.12941453974796,0.510575379127148,123.83154792388179,160,3,141,0,0,0
1562.5667347765007,75.8994707557674,39.864145399120986,0.6263706677654669,130.1248197861185,197,5,172,0,0,0
1414.2842443583718,81.96001143172299,49.363082788408065,0.4153684022534264,148.94611398783613,132,7,133,1,0,1
1392.9107501938888,79.59158303001156,59.897776263867755,0.5543479378670093,131.36206410257293,173,6,64,0,0,1
1548.2472415243185,67.14749698188412,48.952393135917866,0.5199810433718713,99.00689002180118,188,6,20,0,0,1
1477.653721467415,70.05185931714831,32.313777977886424,0.526402008133367,147.25125705424904,153,4,3,1,0,1
1571.4000494092093,79.70385593994108,68.31159203952816,0.6272353500106768,152.81229126976575,116,7,130,0,0,1
1547.3237624573544,70.08756303230845,67.70897276376449,0.5732492102779803,183.0411346902417,56,4,112,0,0,0
1492.7171087343127,73.87683425001488,61.40758172593634,0.5288723662825023,97.53011933520804,159,8,29,1,0,1
1415.3206281931596,77.75026049512276,69.65311606256881,0.3345112563771704,124.8576402630055,83,5,30,0,0,0
1348.5152775314136,70.15827772568183,51.779293312010516,0.40399537047205364,78.35802593622026,155,5,161,0,0,0
1455.348504793298,75.5268775307298,68.51073401012825,0.48772910664042757,131.06298312758418,196,4,19,0,0,0
1585.6398794323472,68.32987252540897,33.02420162467003,0.5093372374276651,109.03599403666455,107,5,53,0,0,0
1521.4093744130205,71.99316178024394,44.62722993045485,0.3869796275326076,158.46891589649906,58,2,125,0,0,0
1375.4261221288011,76.59890967071269,39.01525072027063,0.7411676675578421,104.50770059962836,97,3,152,0,0,0
1517.3180925851182,67.03503133234166,37.8333233653708,0.6516394055253573,86.21633924065478,164,7,14,1,0,1
1538.5317379728838,77.20237368980199,35.632117955707045,0.5602118320392484,110.5747251859496,90,5,165,0,1,0
1411.6142563798867,74.9018110053666,54.896545662639866,0.5072036861283745,80.49024457565724,97,6,150,0,0,1
1515.3725105945528,77.76244977208574,61.2528742298922,0.47877910300988485,135.0219890901462,74,7,179,0,0,1
1505.8208718445999,76.11957067032331,53.131935976814425,0.4048081539977764,78.69833907487359,165,2,193,0,0,0
1385.7029702169377,81.82070214986922,35.878508383528384,0.5077480518518862,120.56915162366317,127,7,184,0,0,1
1535.7787360348284,75.62612251323954,62.444950797338834,0.525775254014275,78.44376360287606,157,5,56,0,0,0
1556.0784526368234,72.85297229437373,55.438188286549135,0.3758239424518376,113.59404390926716,74,5,78,0,0,0
1608.3051243175278,75.61148751516141,45.52662824507982,0.5334176417244898,152.86756311609068,196,7,179,0,0,1
1605.3802052034903,77.71649014518194,56.96521182144252,0.48447409511752515,127.2129578287159,88,6,162,1,0,1
1362.2330632042908,75.24430035162852,40.39619916971331,0.3092192442122609,102.73012790070132,168,5,13,0,0,0
1406.2174960084876,75.20295845601942,43.80768833976842,0.4139614989220498,119.37593022121833,128,0,90,0,0,0
1551.503526720866,71.49004156096622,66.69943372527962,0.45863944665783557,120.36033744088893,129,7,13,0,0,1
1551.3785950912209,71.68549541224526,41.62018022685682,0.688768765734019,129.45260691686812,76,5,98,1,1,1
1551.5047686306048,67.98697364100153,48.799530726317464,0.5556553124533758,92.66283273438347,153,5,32,0,0,0
1885.2731490654721,83.74788371593469,65.60564549584058,0.3664518430900109,131.85134547694662,123,6,179,0,0,1
1557.0890510693166,68.78068382304357,58.3088540107011,0.5486036289417637,65.9121673679445,117,8,0,0,0,1
1613.5565640180598,71.53547401102047,32.488129046588114,0.34526960110616345,107.40230895272379,196,4,33,0,1,0
1595.4001763493202,71.40796367215401,35.89212177115881,0.6082691053887074,110.23452315096911,77,6,18,0,0,1
1565.1391251305797,79.47462188472221,30.313663630876672,0.45288753481821215,132.66653652142477,172,4,151,0,0,0
1468.4730755359653,73.52525160853986,55.236871609166535,0.49063638112608293,120.45261705353738,187,1,3,0,0,0
1575.8969220493268,81.23871036336867,47.906937016416734,0.632579664754219,91.88873892287427,132,3,163,1,0,1
1422.7174785462428,71.63254687878066,35.37099403609102,0.371283643141575,100.3001374836597,79,4,76,0,0,0
1476.318139325999,76.39497081111901,68.31736484227082,0.3602881814887009,123.97360019094813,71,5,57,0,0,0
1451.4636452170896,70.82326473370121,51.186388957824796,0.4416400673653995,118.41865316270888,52,4,159,0,0,0
1508.1874139386323,85.72574563886694,39.67573176451557,0.6038378851019317,108.41751780728507,150,5,136,0,0,0
1731.4658566673509,69.06200790485244,50.0241428461883,0.3480653924523157,110.38332420976042,154,2,102,0,0,0
1313.273480740825,76.54910355113513,57.18481330940431,0.2167844401889431,133.92335994318577,51,2,66,0,0,0
1568.6260190374514,78.16888440466049,33.04956871894258,0.45488411415910013,109.6461485426157,103,5,115,0,0,0
1338.7284128810347,77.0689954872575,40.98815260191568,0.555174079991092,118.23817511941853,55,5,147,0,1,0
1452.8068134210566,74.07356170561145,62.278619635359746,0.6200261749738829,163.39873176161086,156,5,119,0,0,0
1608.8950596967366,74.35089650133287,48.38659481610645,0.4536838637914601,91.52634726232154,172,6,189,0,0,1
1506.4280019095463,75.21905735989554,51.86308568129179,0.4588573392883998,82.96314536850683,51,4,185,0,0,0
1392.2255222070694,74.26498999185756,47.31264008837877,0.6153900734255747,135.67179329597212,160,9,21,0,0,1
1428.4696290740033,79.81939558397455,31.755997705720205,0.3130258300304579,106.42713877411794,51,7,111,0,0,1
1567.9597748934675,86.05261500795676,36.62999119280624,0.46114792248169906,113.6352494451476,142,2,194,0,0,0
1426.9633368282864,72.21254107496082,47.821665549675636,0.5190423889925058,104.37687243737771,150,3,74,0,0,0
1521.6458589581976,68.15098510210461,38.36741861631711,0.5449218721285034,114.80399718464975,146,4,175,1,1,1
1504.5571839903814,74.55858975824373,31.99916114638715,0.4490193306809117,151.97076224192682,160,6,135,1,0,1
1434.8399652394182,87.8985466882716,63.74598656207295,0.5034441011705841,136.0425691723624,55,7,142,1,0,1
1714.3944089325325,70.98162716015135,69.24770116656464,0.25116726465870104,137.24447023773953,176,4,31,0,0,0
1563.3919022318012,83.19558402722033,61.72571495986958,0.43417515876661517,91.67545888414709,153,5,180,0,1,0
1297.4857413342393,83.3885040703822,64.15139686818668,0.5453508712554468,96.97692526894261,196,5,66,0,1,0
1518.6454314769428,72.23205879146003,39.67908521268181,0.40177059657453207,63.21842681029146,50,3,3,0,1,0
1433.8213535231612,77.84491539592638,68.42507902052799,0.5058984221589597,103.81238357834492,82,3,29,0,0,0
1585.2433334796224,83.14198311564269,37.87702817813714,0.5446872500802697,139.13406372771317,89,7,12,1,0,1
1420.74792615673,73.10436129506256,68.05719241447329,0.4657450799142235,130.33893031496743,81,3,20,0,0,0
1488.5263558533102,73.98209819948819,69.79277175863804,0.5170463770996571,115.56973474095753,66,8,40,0,0,1
1550.4987278980457,72.09159543025677,58.46891222984195,0.40372674347153875,119.55399432563894,175,8,120,0,0,1
1586.5755194170122,69.92621634653567,69.24574927167288,0.4793388720303953,106.22228914849188,57,5,18,1,0,1
1379.9703592944225,71.75361227466996,52.781591182684146,0.5610216169589223,124.09517764803569,106,5,47,0,0,0
1466.5498764159051,68.88029866618872,40.38167132704361,0.5156972960968434,135.3175655896123,91,3,85,0,0,0
1452.5054688839043,75.17041734129613,47.47983542662483,0.4413468730436064,87.68226425179054,147,3,62,1,0,1
1434.6670767426288,71.15013384470679,53.74243741515144,0.5224216404290793,125.99295375674696,186,6,147,0,0,1
1676.5454240281097,76.16892955895374,32.9232624810806,0.5714609790636618,138.64869741909334,169,5,191,0,0,0
1540.4981710960956,67.22052176898187,54.89373058468985,0.29500587214225216,111.69799422073261,136,4,36,0,0,0
1373.9116045664955,76.65440116107229,69.24711347049178,0.6159074064955898,134.01401224241167,103,6,30,0,0,1
1591.7861947054776,79.16764480804463,37.60430599134911,0.4663745261318928,176.29308888945104,133,3,73,0,0,0
1712.2156197012632,65.03132178714273,61.703804651535336,0.5425489933240231,117.91314414026216,74,12,145,0,0,1
1603.2465260551146,76.87028284923787,66.31595175118477,0.6197246923645228,127.86614100010647,116,1,106,1,0,1
1348.0630034045987,81.13834496236646,67.74806371280883,0.3628326302769534,105.23885832677217,95,6,102,0,0,1
1451.5765927133748,68.95179490654397,68.40542417621789,0.42905589975724534,123.625023252041,71,1,109,0,0,0
1626.6911149186624,83.36286193418852,50.85838554885888,0.4711451304124295,129.20543249964607,188,6,19,0,1,1
